message,created_time
"Also, for Chinese citizens, and the diaspora, it's very, very difficult to stand up or speak out... if you or your family have anything in the prc... the party can take it, create charges against you, destroy your or your families reputations, make trouble for you or your family.... Uncle Roger could have family in the prc, he could never be able to tour there, the power of the party over even Chinese in the diaspora is huge. I teach in Vancouver, I had a mother afraid to have her daughter watch a talk by the Dalai Lhama when he visited (it was streamed)...",1/14/2021 10:55
Such a disappointment. Oh well.,1/14/2021 14:09
So telling the truth gets you smacked ? hmmmm,1/14/2021 23:46
Reminds me of the big tech following the footstep of china.. if cebsorship works for china then it could work for the big tech..,1/14/2021 12:24
His new character: Beijing Bob,1/14/2021 12:44
No surprise if he betray malaysia someday ...,1/14/2021 12:06
"Shame on you, Nigel, choosing money over human lives. ",1/15/2021 9:02
I'm with Mike Chen on this one. Go Mike!,1/14/2021 22:57
His whole gimmick is pandoring,1/14/2021 9:48
What pandering China. He just making a living and Mike Chen is riding on his profile for his own agenda.,1/14/2021 9:42
Probably has valued relatives somwhere,1/14/2021 10:25
Cancel Uncle Roger!,1/14/2021 17:55
"The power of CNY, disgusting self-censorship.",1/14/2021 11:57
"Come on, when President Trump's accounts were deleted, what can't happen?",1/14/2021 9:58
He sounds stupid with his impersonations.,1/14/2021 9:43
I have a few words for you: Xi Jinping does look like Winnie the Pooh,1/14/2021 11:11
Uncle Roger trying not to disappear. I don't blame him.,1/14/2021 9:59
Same coming here in America. Liberal thinking allowed only.,1/14/2021 10:40
,
,
Its all about the money.,1/14/2021 14:03
Interesting... a Malaysian censoring a Chinese born American about what going on in China.,1/14/2021 13:20
"😂😂😂,  you should be named uncle Sam 🇺🇸 and not uncle Roger",1/14/2021 10:30
Ya'll went after Uncle Roger!? Haiyaaaaa.......,1/14/2021 12:12
No just self preservation ,1/14/2021 10:02
He is not Chinese. He is a Malaysian. ,1/14/2021 10:10
Better start standing up to that powerful and oppressive government now!,1/14/2021 13:54
China is a lot like the Hilary. Suicide.,1/14/2021 11:52
Chinese dollar smell so good,1/14/2021 17:24
"China is boss, they seem to own the world right now",1/14/2021 15:52
So weak! Haiyaaaa! Now he loves RMB more than MSG. ,1/14/2021 14:45
Glad I got to see the video before he pulled it.,1/14/2021 10:50
"we don't watch Weibo, CCP should MYOB",1/14/2021 9:57
“You need more RMB in your fried rice haiyahhh!”,1/14/2021 10:01
The manipulation is everywhere,1/14/2021 13:57
"Ask what Mr Chen thinks of Trump, race mixing and homosexuality.",1/14/2021 9:48
He disappoints niece and nephew around the world haiiyaaaaaa,1/15/2021 9:24
I hope MAGA apologises to America for the shame of Jan 6.,1/14/2021 10:03
Apparently Tiananmen is fake news now. Incredible.,1/14/2021 9:59
I like Mike Chen 🤟,1/14/2021 17:25
His fan from China was really really angry in weibo So...,1/14/2021 9:40
maybe he values his life ?,1/15/2021 3:08
Kowtowing to butt-hurt people is just plain wrong.,1/14/2021 13:33
MSG couldn’t make this better!,1/14/2021 13:08
He needs to think about all niece and nephew.,1/14/2021 11:27
,
,
O my god! What ? What he doing ? Licking ? Haiyaa !,1/15/2021 0:42
"People just can't get enough of China...there are another 193 countries in the world to attend to, not just China China China.",1/14/2021 10:56
Why so weak uncle Roger? 👀,1/14/2021 15:26
Comedian who now?,1/14/2021 17:23
Donald Trump is getting Impeached and this is the only dirt you can bring up for China ,1/14/2021 9:45
Typical Malaysian Chinese,1/14/2021 20:10
I need someone would cry about uncle Roger,1/14/2021 9:59
Who tf is uncle rgorer??,1/14/2021 18:23
"Cowards are everywhere. And once you've shown yourself to be a puppet, you deserve no respect.",1/14/2021 12:10
They need one person.one vote free and fair chum. ,1/14/2021 9:39
"TYRANNICAL, TOTALITARIAN GOVERNMENT ANYONE?",1/14/2021 13:44
"China can shut you up? I understand why a lot of people liked Trump. His way was very childish, wasn’t leading anything any better but people wanted to see someone standing up against China saying they were at fault and he gave it to the crowd.",1/14/2021 20:02
China is the future. Get used to it.,1/14/2021 14:55
I guess for him RMB has more flavor than MSG now. Unfollow immediately.,1/14/2021 13:15
No wonder auntie helen left him... haiyaa... backbone so weak...,1/14/2021 13:01
Free Hong Kong! Free Tibet! :O,1/14/2021 13:55
Reservation hatao desh bachao,1/14/2021 9:37
Ciela boca o tlaga plomo dicen en China💩,1/14/2021 9:47
Jackie Chan 2.0. Done ✅ ,1/14/2021 10:47
Uncle who ?,1/14/2021 9:58
"The Chinese virus was manufacted in a lab in Wuhan, China. China has to be punished. The communist party of China is a terrorist organization",1/14/2021 9:41
China Virus   https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)31695-7/fulltext?fbclid=IwAR0x9Jndxkl2k_Vc7zL3BW-BitWK4jVVXWYM6-_qecd75e7U082xPsxniSo,1/14/2021 9:46
Absolutely weak. I would rather starve to death than apologize for any of my comments regarding the Chinese Communist Party. ,1/14/2021 9:36
BBC campaigns against China over and over again...,1/14/2021 9:36
"The one reason Trump did to his credit was standing up to China 🇨🇳 but even then he never questioned them over their human rights abuses of the Uighurs. It is shameful that we put money ahead of humanity , capitalism is the greatest threat to life and liberty",1/14/2021 9:54
,
,
Of course chinese government is offended about everything but they clearly don't know that the rest of the world hate their guts right now,1/14/2021 9:45
I wonder if anyone’s ‘politically neutral’ when it comes to Jews concentration camps and holocaust.🙃,1/14/2021 11:11
"bit like the UK and European governments who never blame China for anything , wise up.",1/15/2021 1:00
Should read. 'Chinese influencener' get to much attention and gets told but the Chinese government that they gotta pay more taxes.,1/14/2021 13:03
"Its not because of government pressure, its because of public pressure he had to delete the video",1/14/2021 18:42
the chinese government are nothing but stand over merchants ,1/14/2021 10:34
"But the dumplings still ugly though, true fact ",1/14/2021 10:15
Uncle Roger. Why so weak? You just concern you might lose Chinese subscribers?,1/14/2021 10:04
"Think about this; Nigel is a person who has chosen to distance himself from someone who has condemned a genocide, and has apologised directly to those committing the atrocities. A complete and utter coward.",1/14/2021 10:30
Seems he loved RMB more than MSG,1/14/2021 9:40
Haiyaa! Rmb is the king of flavour. What you think! What you think?,1/15/2021 2:46
What a little toady he is. Hope his career crashes and burns.,1/14/2021 17:25
Biden can pander to China way better.,1/14/2021 9:39
"Help spread the word, the world said never again. Let’s prove it.   https://www.facebook.com/groups/672257056986858/?ref=share",1/14/2021 10:34
"Because they'll make him disappear , it's called communism",1/14/2021 10:27
This guy is a jerk!,1/14/2021 9:42
It was actually better for him to disassociate himself from someone who is a member of Falun Gong. Falun Gong is very toxic. No one who is a member of Falun Gong has enough credibility to criticize the CPC for human rights violations. Falun Gong is homophobic and also believes that multi-racial couples should not be together. They also support Trump. Screw them.  ,1/14/2021 10:27
"To be successful in life, you have to take risks and make the right decision. I’m glad I invested with you. Ma'am Angelica and your team of work. Angelica Magalhaes Adriene ",1/14/2021 9:57
I'm sure Biden and the Chinese emperor will be great bum buddies,1/14/2021 9:45
Dont fu... with Chinaman.,1/14/2021 12:12
Still british virus,1/14/2021 17:00
"#FuckChina #XiJinpingPoohBear #TibetIsNotChina #TaiwanIsNotChina #LiberateHongKong Did you hear that Xi Jinping and Kim Jung-Un are gay lovers? Not to shame or anything, I actually think they're an adorable couple.",1/14/2021 9:39
China is going to take over the world.,1/15/2021 4:20
I'm still a fan #uncleroger ,1/15/2021 11:58
Ed Goode,1/15/2021 7:11
,
,
Brendon,1/15/2021 6:02
Eryk Dogoda China threatening uncle roger ,1/15/2021 2:55
Spineless coward,1/15/2021 2:03
Unsubscribe this mofo,1/14/2021 23:50
Alex Matthews,1/14/2021 23:49
Haiyaa 😆 ,1/14/2021 23:19
Kasidit Benz Polpadung ลุงเกมหรอ,1/14/2021 23:01
Translation: the Nazi-like Chinese government threatened to send him to their concentration camps where they are torturing and slaughtering Uighur Muslims.,1/14/2021 22:23
Janice Lai ,1/14/2021 22:20
"It's that time of the year where earning a little extra might not seem like a bad idea , bitcoin is on the increase and with this comes alot of opportunities of generating income from trading. If you wish to find out more information on how this works feel free to consult  Mr Alan Blaine wolf. https://www.facebook.com/Alan.Blaine.wolf",1/14/2021 22:13
